assignment,video,scene,scale_label,scale_value,movement_label,movement_value,frames,time(s),size(MB),dir
train,tt2689354,0019,ECS,0,Static,4,19,0.79,0.23,./../data/train/tt2689354/shot_0019.mp4
train,tt2689354,0035,ECS,0,Static,4,16,0.67,0.26,./../data/train/tt2689354/shot_0035.mp4
train,tt2689866,0001,LS,4,Static,4,39,1.63,0.31,./../data/train/tt2689866/shot_0001.mp4
train,tt2689866,0005,LS,4,Static,4,38,1.58,0.28,./../data/train/tt2689866/shot_0005.mp4
train,tt2689866,0008,LS,4,Static,4,63,2.63,2.35,./../data/train/tt2689866/shot_0008.mp4
train,tt2689866,0013,ECS,0,Push,1,51,2.13,0.20,./../data/train/tt2689866/shot_0013.mp4
train,tt2689866,0022,CS,1,Static,4,58,2.42,0.28,./../data/train/tt2689866/shot_0022.mp4
train,tt2689866,0040,ECS,0,Static,4,31,1.29,0.27,./../data/train/tt2689866/shot_0040.mp4
train,tt2689866,0046,ECS,0,Static,4,40,1.67,0.30,./../data/train/tt2689866/shot_0046.mp4
train,tt2689866,0055,CS,1,Static,4,50,2.09,0.45,./../data/train/tt2689866/shot_0055.mp4
train,tt2689866,0059,ECS,0,Static,4,37,1.54,0.28,./../data/train/tt2689866/shot_0059.mp4
train,tt2691040,0001,FS,3,Motion,0,88,3.67,1.46,./../data/train/tt2691040/shot_0001.mp4
train,tt2691040,0022,FS,3,Static,4,28,1.17,0.31,./../data/train/tt2691040/shot_0022.mp4
train,tt2691040,0025,CS,1,Static,4,80,3.34,1.02,./../data/train/tt2691040/shot_0025.mp4
train,tt2691040,0049,MS,2,Static,4,26,1.08,0.35,./../data/train/tt2691040/shot_0049.mp4
train,tt2691734,0003,CS,1,Static,4,17,0.71,0.07,./../data/train/tt2691734/shot_0003.mp4
train,tt2691734,0013,LS,4,Motion,0,16,0.67,0.10,./../data/train/tt2691734/shot_0013.mp4
train,tt2691734,0033,CS,1,Static,4,19,0.79,0.07,./../data/train/tt2691734/shot_0033.mp4
train,tt2691734,0036,MS,2,Static,4,18,0.75,0.09,./../data/train/tt2691734/shot_0036.mp4
train,tt2691734,0039,CS,1,Static,4,15,0.63,0.06,./../data/train/tt2691734/shot_0039.mp4
train,tt2691734,0044,CS,1,Static,4,20,0.83,0.08,./../data/train/tt2691734/shot_0044.mp4
train,tt2692250,0106,FS,3,Static,4,18,0.75,0.40,./../data/train/tt2692250/shot_0106.mp4
train,tt2693114,0003,ECS,0,Static,4,33,1.38,0.34,./../data/train/tt2693114/shot_0003.mp4
train,tt2693114,0008,ECS,0,Static,4,31,1.29,0.53,./../data/train/tt2693114/shot_0008.mp4
train,tt2693114,0011,CS,1,Static,4,48,2.00,0.66,./../data/train/tt2693114/shot_0011.mp4
train,tt2693114,0012,CS,1,Motion,0,83,3.46,1.54,./../data/train/tt2693114/shot_0012.mp4
train,tt2693114,0029,ECS,0,Static,4,71,2.96,0.82,./../data/train/tt2693114/shot_0029.mp4
train,tt2693114,0030,ECS,0,Motion,0,61,2.54,0.92,./../data/train/tt2693114/shot_0030.mp4
train,tt2693114,0031,LS,4,Static,4,73,3.04,0.65,./../data/train/tt2693114/shot_0031.mp4
train,tt2693114,0033,CS,1,Static,4,32,1.33,0.28,./../data/train/tt2693114/shot_0033.mp4
train,tt2693114,0036,ECS,0,Static,4,33,1.38,0.60,./../data/train/tt2693114/shot_0036.mp4
train,tt2693114,0037,MS,2,Static,4,31,1.29,0.20,./../data/train/tt2693114/shot_0037.mp4
train,tt2693114,0040,ECS,0,Push,1,17,0.71,0.27,./../data/train/tt2693114/shot_0040.mp4
train,tt2693114,0042,CS,1,Static,4,36,1.50,0.33,./../data/train/tt2693114/shot_0042.mp4
train,tt2693664,0007,LS,4,Static,4,33,1.32,0.08,./../data/train/tt2693664/shot_0007.mp4
train,tt2699358,0007,MS,2,Motion,0,138,5.75,1.64,./../data/train/tt2699358/shot_0007.mp4
train,tt2699358,0016,MS,2,Static,4,106,4.42,0.84,./../data/train/tt2699358/shot_0016.mp4
train,tt2700330,0001,LS,4,Multi_movement,3,115,4.80,2.51,./../data/train/tt2700330/shot_0001.mp4
train,tt2700330,0035,CS,1,Motion,0,31,1.29,0.55,./../data/train/tt2700330/shot_0035.mp4
train,tt2701390,0007,LS,4,Motion,0,47,1.88,0.54,./../data/train/tt2701390/shot_0007.mp4
train,tt2701390,0022,LS,4,Static,4,15,0.60,0.25,./../data/train/tt2701390/shot_0022.mp4
train,tt2701390,0023,LS,4,Static,4,16,0.64,0.39,./../data/train/tt2701390/shot_0023.mp4
train,tt2701390,0024,LS,4,Static,4,52,2.08,0.45,./../data/train/tt2701390/shot_0024.mp4
train,tt2701390,0025,LS,4,Static,4,73,2.92,0.64,./../data/train/tt2701390/shot_0025.mp4
train,tt2701390,0027,FS,3,Static,4,65,2.60,0.90,./../data/train/tt2701390/shot_0027.mp4
train,tt2701570,0002,LS,4,Static,4,29,1.16,0.35,./../data/train/tt2701570/shot_0002.mp4
train,tt2701570,0011,FS,3,Static,4,114,4.56,2.67,./../data/train/tt2701570/shot_0011.mp4
train,tt2701570,0012,FS,3,Static,4,40,1.60,0.86,./../data/train/tt2701570/shot_0012.mp4
train,tt2701570,0013,MS,2,Static,4,49,1.96,0.63,./../data/train/tt2701570/shot_0013.mp4
train,tt2701570,0025,ECS,0,Static,4,40,1.60,0.30,./../data/train/tt2701570/shot_0025.mp4
train,tt2701570,0034,ECS,0,Static,4,46,1.84,0.20,./../data/train/tt2701570/shot_0034.mp4
train,tt2701570,0038,CS,1,Static,4,55,2.20,0.36,./../data/train/tt2701570/shot_0038.mp4
train,tt2702724,0007,FS,3,Motion,0,17,0.71,1.29,./../data/train/tt2702724/shot_0007.mp4
train,tt2702724,0012,LS,4,Motion,0,20,0.83,0.40,./../data/train/tt2702724/shot_0012.mp4
train,tt2702724,0023,LS,4,Motion,0,24,1.00,0.34,./../data/train/tt2702724/shot_0023.mp4
train,tt2702724,0028,MS,2,Static,4,18,0.75,0.38,./../data/train/tt2702724/shot_0028.mp4
train,tt2702724,0029,LS,4,Motion,0,21,0.88,0.62,./../data/train/tt2702724/shot_0029.mp4
train,tt2702724,0033,MS,2,Static,4,23,0.96,0.32,./../data/train/tt2702724/shot_0033.mp4
train,tt2702724,0037,FS,3,Motion,0,21,0.88,0.53,./../data/train/tt2702724/shot_0037.mp4
train,tt2702724,0038,CS,1,Static,4,15,0.63,0.11,./../data/train/tt2702724/shot_0038.mp4
train,tt2702724,0061,CS,1,Static,4,15,0.63,0.13,./../data/train/tt2702724/shot_0061.mp4
train,tt2702724,0062,LS,4,Motion,0,22,0.92,0.55,./../data/train/tt2702724/shot_0062.mp4
train,tt2702724,0081,MS,2,Static,4,27,1.13,0.26,./../data/train/tt2702724/shot_0081.mp4
train,tt2702724,0097,CS,1,Static,4,14,0.58,0.14,./../data/train/tt2702724/shot_0097.mp4
train,tt2704578,0012,LS,4,Motion,0,45,1.88,0.72,./../data/train/tt2704578/shot_0012.mp4
train,tt2704578,0013,LS,4,Static,4,21,0.88,0.32,./../data/train/tt2704578/shot_0013.mp4
train,tt2704578,0016,MS,2,Static,4,36,1.50,0.49,./../data/train/tt2704578/shot_0016.mp4
train,tt2704578,0027,MS,2,Static,4,38,1.58,0.59,./../data/train/tt2704578/shot_0027.mp4
train,tt2704578,0036,CS,1,Static,4,15,0.63,0.22,./../data/train/tt2704578/shot_0036.mp4
train,tt2704578,0049,LS,4,Static,4,29,1.21,0.34,./../data/train/tt2704578/shot_0049.mp4
train,tt2704578,0060,CS,1,Static,4,17,0.71,0.31,./../data/train/tt2704578/shot_0060.mp4
train,tt2704578,0067,ECS,0,Motion,0,20,0.83,0.42,./../data/train/tt2704578/shot_0067.mp4
train,tt2704578,0069,MS,2,Motion,0,27,1.13,0.67,./../data/train/tt2704578/shot_0069.mp4
train,tt2704752,0023,MS,2,Pull,2,26,1.08,0.14,./../data/train/tt2704752/shot_0023.mp4
train,tt2704752,0043,ECS,0,Motion,0,23,0.96,0.20,./../data/train/tt2704752/shot_0043.mp4
train,tt2704752,0045,CS,1,Static,4,38,1.58,0.26,./../data/train/tt2704752/shot_0045.mp4
train,tt2705606,0007,LS,4,Motion,0,38,1.52,0.56,./../data/train/tt2705606/shot_0007.mp4
train,tt2705606,0013,FS,3,Push,1,34,1.36,0.28,./../data/train/tt2705606/shot_0013.mp4
train,tt2705606,0017,MS,2,Motion,0,35,1.40,0.22,./../data/train/tt2705606/shot_0017.mp4
train,tt2705606,0025,LS,4,Motion,0,18,0.72,0.15,./../data/train/tt2705606/shot_0025.mp4
train,tt2706302,0003,FS,3,Static,4,27,1.13,0.30,./../data/train/tt2706302/shot_0003.mp4
train,tt2706302,0034,ECS,0,Static,4,30,1.25,0.12,./../data/train/tt2706302/shot_0034.mp4
train,tt2706302,0037,CS,1,Static,4,28,1.17,0.13,./../data/train/tt2706302/shot_0037.mp4
train,tt2706302,0066,ECS,0,Static,4,26,1.08,0.10,./../data/train/tt2706302/shot_0066.mp4
train,tt2706302,0083,ECS,0,Motion,0,17,0.71,0.21,./../data/train/tt2706302/shot_0083.mp4
train,tt2706302,0090,CS,1,Static,4,14,0.58,0.09,./../data/train/tt2706302/shot_0090.mp4
train,tt2708550,0011,FS,3,Static,4,21,0.88,0.29,./../data/train/tt2708550/shot_0011.mp4
train,tt2708550,0013,MS,2,Static,4,97,4.04,1.39,./../data/train/tt2708550/shot_0013.mp4
train,tt2708550,0030,MS,2,Static,4,26,1.08,0.68,./../data/train/tt2708550/shot_0030.mp4
train,tt2708550,0033,FS,3,Motion,0,20,0.83,0.45,./../data/train/tt2708550/shot_0033.mp4
train,tt2708550,0051,LS,4,Motion,0,29,1.21,0.58,./../data/train/tt2708550/shot_0051.mp4
train,tt2708922,0002,CS,1,Static,4,20,0.80,0.21,./../data/train/tt2708922/shot_0002.mp4
train,tt2708922,0041,MS,2,Static,4,24,0.96,0.12,./../data/train/tt2708922/shot_0041.mp4
train,tt2708946,0042,CS,1,Static,4,32,1.33,0.77,./../data/train/tt2708946/shot_0042.mp4
train,tt2709740,0006,ECS,0,Static,4,65,2.71,0.30,./../data/train/tt2709740/shot_0006.mp4
train,tt2709740,0014,ECS,0,Static,4,28,1.17,0.42,./../data/train/tt2709740/shot_0014.mp4
train,tt2709740,0023,CS,1,Static,4,28,1.17,0.17,./../data/train/tt2709740/shot_0023.mp4
train,tt2709740,0040,CS,1,Motion,0,44,1.84,0.41,./../data/train/tt2709740/shot_0040.mp4
train,tt2709740,0046,ECS,0,Static,4,17,0.71,0.18,./../data/train/tt2709740/shot_0046.mp4
train,tt2709740,0047,FS,3,Motion,0,28,1.17,0.37,./../data/train/tt2709740/shot_0047.mp4
train,tt2709740,0053,MS,2,Motion,0,34,1.42,0.28,./../data/train/tt2709740/shot_0053.mp4
train,tt2709740,0058,ECS,0,Static,4,40,1.67,0.50,./../data/train/tt2709740/shot_0058.mp4
train,tt2710614,0022,LS,4,Motion,0,37,1.54,0.51,./../data/train/tt2710614/shot_0022.mp4
train,tt2710614,0042,FS,3,Static,4,19,0.79,0.21,./../data/train/tt2710614/shot_0042.mp4
train,tt2710614,0044,LS,4,Static,4,34,1.42,0.27,./../data/train/tt2710614/shot_0044.mp4
train,tt2710614,0052,LS,4,Static,4,21,0.88,0.17,./../data/train/tt2710614/shot_0052.mp4
train,tt2710614,0053,LS,4,Pull,2,35,1.46,0.19,./../data/train/tt2710614/shot_0053.mp4
train,tt2710614,0064,ECS,0,Static,4,24,1.00,0.20,./../data/train/tt2710614/shot_0064.mp4
train,tt2710614,0065,ECS,0,Static,4,23,0.96,0.20,./../data/train/tt2710614/shot_0065.mp4
train,tt2710614,0068,CS,1,Static,4,23,0.96,0.18,./../data/train/tt2710614/shot_0068.mp4
train,tt2711256,0002,ECS,0,Static,4,19,0.79,0.13,./../data/train/tt2711256/shot_0002.mp4
train,tt2711256,0017,LS,4,Static,4,17,0.71,0.07,./../data/train/tt2711256/shot_0017.mp4
train,tt2711256,0027,MS,2,Static,4,46,1.92,0.27,./../data/train/tt2711256/shot_0027.mp4
train,tt2711256,0039,MS,2,Motion,0,24,1.00,0.27,./../data/train/tt2711256/shot_0039.mp4
train,tt2711256,0052,CS,1,Static,4,65,2.71,0.30,./../data/train/tt2711256/shot_0052.mp4
train,tt2711256,0057,FS,3,Static,4,37,1.54,0.11,./../data/train/tt2711256/shot_0057.mp4
train,tt2711256,0058,FS,3,Static,4,29,1.21,0.20,./../data/train/tt2711256/shot_0058.mp4
train,tt2712078,0027,FS,3,Motion,0,25,1.04,0.92,./../data/train/tt2712078/shot_0027.mp4
train,tt2712078,0040,MS,2,Static,4,57,2.38,1.24,./../data/train/tt2712078/shot_0040.mp4
train,tt2712078,0045,FS,3,Static,4,15,0.63,0.50,./../data/train/tt2712078/shot_0045.mp4
train,tt2712884,0017,ECS,0,Motion,0,33,1.32,0.37,./../data/train/tt2712884/shot_0017.mp4
train,tt2712884,0034,ECS,0,Static,4,37,1.48,0.26,./../data/train/tt2712884/shot_0034.mp4
train,tt2712884,0038,ECS,0,Static,4,25,1.00,0.23,./../data/train/tt2712884/shot_0038.mp4
train,tt2712990,0015,CS,1,Motion,0,22,0.92,0.26,./../data/train/tt2712990/shot_0015.mp4
train,tt2712990,0023,MS,2,Static,4,17,0.71,0.21,./../data/train/tt2712990/shot_0023.mp4
train,tt2712990,0026,MS,2,Motion,0,27,1.12,0.63,./../data/train/tt2712990/shot_0026.mp4
train,tt2712990,0047,MS,2,Static,4,38,1.58,0.51,./../data/train/tt2712990/shot_0047.mp4
train,tt2712990,0052,MS,2,Static,4,32,1.33,0.41,./../data/train/tt2712990/shot_0052.mp4
train,tt2712990,0066,MS,2,Static,4,22,0.92,0.33,./../data/train/tt2712990/shot_0066.mp4
train,tt2713180,0003,LS,4,Motion,0,21,0.88,0.32,./../data/train/tt2713180/shot_0003.mp4
train,tt2713180,0012,MS,2,Motion,0,47,1.96,0.48,./../data/train/tt2713180/shot_0012.mp4
train,tt2713180,0027,MS,2,Motion,0,32,1.33,0.37,./../data/train/tt2713180/shot_0027.mp4
train,tt2713180,0044,ECS,0,Static,4,17,0.71,0.18,./../data/train/tt2713180/shot_0044.mp4
train,tt2713778,0005,LS,4,Motion,0,43,1.79,0.56,./../data/train/tt2713778/shot_0005.mp4
train,tt2714410,0009,CS,1,Static,4,26,0.87,0.24,./../data/train/tt2714410/shot_0009.mp4
train,tt2714410,0010,FS,3,Static,4,78,2.60,0.88,./../data/train/tt2714410/shot_0010.mp4
train,tt2714410,0029,MS,2,Static,4,32,1.07,0.54,./../data/train/tt2714410/shot_0029.mp4
train,tt2714410,0039,FS,3,Static,4,32,1.07,0.34,./../data/train/tt2714410/shot_0039.mp4
train,tt2714410,0045,ECS,0,Static,4,98,3.27,1.06,./../data/train/tt2714410/shot_0045.mp4
train,tt2714410,0050,CS,1,Static,4,26,0.87,0.34,./../data/train/tt2714410/shot_0050.mp4
train,tt2714410,0053,MS,2,Motion,0,36,1.20,0.62,./../data/train/tt2714410/shot_0053.mp4
train,tt2714410,0059,ECS,0,Static,4,80,2.67,0.92,./../data/train/tt2714410/shot_0059.mp4
train,tt2714410,0065,ECS,0,Static,4,61,2.04,0.59,./../data/train/tt2714410/shot_0065.mp4
train,tt2714410,0074,ECS,0,Motion,0,23,0.77,0.35,./../data/train/tt2714410/shot_0074.mp4
train,tt2714410,0078,MS,2,Static,4,20,0.67,0.43,./../data/train/tt2714410/shot_0078.mp4
train,tt2714410,0082,FS,3,Static,4,25,0.83,0.29,./../data/train/tt2714410/shot_0082.mp4
train,tt2714900,0002,MS,2,Static,4,15,0.50,0.23,./../data/train/tt2714900/shot_0002.mp4
train,tt2714900,0004,FS,3,Static,4,32,1.07,0.58,./../data/train/tt2714900/shot_0004.mp4
train,tt2714900,0008,CS,1,Static,4,57,1.90,0.68,./../data/train/tt2714900/shot_0008.mp4
train,tt2714900,0017,FS,3,Static,4,16,0.53,0.30,./../data/train/tt2714900/shot_0017.mp4
train,tt2714900,0042,ECS,0,Push,1,38,1.27,0.39,./../data/train/tt2714900/shot_0042.mp4
train,tt2714900,0049,ECS,0,Motion,0,31,1.03,0.34,./../data/train/tt2714900/shot_0049.mp4
train,tt2714900,0050,CS,1,Static,4,35,1.17,0.50,./../data/train/tt2714900/shot_0050.mp4
train,tt2714900,0053,LS,4,Static,4,64,2.14,0.20,./../data/train/tt2714900/shot_0053.mp4
train,tt2714900,0055,LS,4,Static,4,18,0.60,0.29,./../data/train/tt2714900/shot_0055.mp4
train,tt2714934,0006,FS,3,Static,4,29,1.16,0.08,./../data/train/tt2714934/shot_0006.mp4
train,tt2714934,0012,MS,2,Motion,0,53,2.12,0.22,./../data/train/tt2714934/shot_0012.mp4
train,tt2714934,0018,FS,3,Static,4,31,1.24,0.08,./../data/train/tt2714934/shot_0018.mp4
train,tt2714934,0020,ECS,0,Static,4,33,1.32,0.09,./../data/train/tt2714934/shot_0020.mp4
train,tt2715556,0013,MS,2,Motion,0,14,0.58,0.26,./../data/train/tt2715556/shot_0013.mp4
train,tt2715556,0016,MS,2,Multi_movement,3,66,2.75,1.25,./../data/train/tt2715556/shot_0016.mp4
train,tt2716554,0013,LS,4,Static,4,92,3.83,0.37,./../data/train/tt2716554/shot_0013.mp4
train,tt2717528,0006,MS,2,Motion,0,36,1.50,0.37,./../data/train/tt2717528/shot_0006.mp4
train,tt2717528,0014,ECS,0,Motion,0,36,1.50,0.31,./../data/train/tt2717528/shot_0014.mp4
train,tt2717528,0018,CS,1,Motion,0,32,1.33,0.45,./../data/train/tt2717528/shot_0018.mp4
train,tt2717528,0023,MS,2,Motion,0,41,1.71,0.49,./../data/train/tt2717528/shot_0023.mp4
train,tt2717528,0026,CS,1,Static,4,21,0.88,0.21,./../data/train/tt2717528/shot_0026.mp4
train,tt2717528,0042,FS,3,Static,4,27,1.13,0.16,./../data/train/tt2717528/shot_0042.mp4
train,tt2717528,0048,MS,2,Static,4,37,1.54,0.49,./../data/train/tt2717528/shot_0048.mp4
train,tt2717632,0006,FS,3,Static,4,85,2.84,0.24,./../data/train/tt2717632/shot_0006.mp4
train,tt2717632,0012,ECS,0,Static,4,14,0.47,0.15,./../data/train/tt2717632/shot_0012.mp4
train,tt2717822,0042,CS,1,Motion,0,31,1.24,0.74,./../data/train/tt2717822/shot_0042.mp4
train,tt2717822,0066,LS,4,Motion,0,18,0.72,0.20,./../data/train/tt2717822/shot_0066.mp4
train,tt2718314,0020,MS,2,Push,1,30,1.25,0.20,./../data/train/tt2718314/shot_0020.mp4
train,tt2718314,0033,ECS,0,Motion,0,20,0.83,0.20,./../data/train/tt2718314/shot_0033.mp4
train,tt2718314,0040,FS,3,Push,1,20,0.83,0.23,./../data/train/tt2718314/shot_0040.mp4
train,tt2718314,0056,CS,1,Static,4,36,1.50,0.28,./../data/train/tt2718314/shot_0056.mp4
train,tt2718442,0018,CS,1,Static,4,21,0.84,0.21,./../data/train/tt2718442/shot_0018.mp4
train,tt2718462,0012,LS,4,Static,4,48,2.00,0.47,./../data/train/tt2718462/shot_0012.mp4
train,tt2718462,0022,MS,2,Static,4,109,4.54,1.56,./../data/train/tt2718462/shot_0022.mp4
train,tt2718462,0026,CS,1,Static,4,30,1.25,0.26,./../data/train/tt2718462/shot_0026.mp4
train,tt2718462,0030,FS,3,Static,4,30,1.25,0.40,./../data/train/tt2718462/shot_0030.mp4
train,tt2718462,0037,ECS,0,Static,4,51,2.12,0.39,./../data/train/tt2718462/shot_0037.mp4
train,tt2718462,0056,CS,1,Static,4,160,6.67,1.37,./../data/train/tt2718462/shot_0056.mp4
train,tt2719370,0016,CS,1,Motion,0,69,2.88,0.58,./../data/train/tt2719370/shot_0016.mp4
train,tt2719370,0036,MS,2,Motion,0,60,2.50,0.62,./../data/train/tt2719370/shot_0036.mp4
train,tt2719370,0068,ECS,0,Static,4,42,1.75,0.20,./../data/train/tt2719370/shot_0068.mp4
train,tt2719370,0069,ECS,0,Static,4,42,1.75,0.19,./../data/train/tt2719370/shot_0069.mp4
train,tt2719848,0032,MS,2,Static,4,30,1.25,0.36,./../data/train/tt2719848/shot_0032.mp4
train,tt2719848,0038,LS,4,Motion,0,60,2.50,0.64,./../data/train/tt2719848/shot_0038.mp4
train,tt2721152,0004,ECS,0,Static,4,29,1.21,0.35,./../data/train/tt2721152/shot_0004.mp4
train,tt2721152,0024,CS,1,Static,4,23,0.96,0.30,./../data/train/tt2721152/shot_0024.mp4
train,tt2721152,0034,CS,1,Static,4,25,1.04,0.26,./../data/train/tt2721152/shot_0034.mp4
train,tt2721152,0053,ECS,0,Static,4,14,0.58,0.26,./../data/train/tt2721152/shot_0053.mp4
train,tt2721152,0061,FS,3,Motion,0,14,0.58,0.34,./../data/train/tt2721152/shot_0061.mp4
train,tt2722870,0003,FS,3,Static,4,54,2.16,0.35,./../data/train/tt2722870/shot_0003.mp4
train,tt2722870,0022,ECS,0,Motion,0,50,2.00,0.91,./../data/train/tt2722870/shot_0022.mp4
train,tt2722870,0034,LS,4,Static,4,29,1.16,0.27,./../data/train/tt2722870/shot_0034.mp4
train,tt2722870,0035,ECS,0,Static,4,55,2.20,0.74,./../data/train/tt2722870/shot_0035.mp4
train,tt2722870,0041,ECS,0,Static,4,56,2.24,0.46,./../data/train/tt2722870/shot_0041.mp4
train,tt2724236,0007,MS,2,Motion,0,19,0.79,0.19,./../data/train/tt2724236/shot_0007.mp4
train,tt2724236,0011,FS,3,Static,4,14,0.58,0.11,./../data/train/tt2724236/shot_0011.mp4
train,tt2724236,0024,FS,3,Static,4,22,0.92,0.10,./../data/train/tt2724236/shot_0024.mp4
train,tt2724236,0041,CS,1,Static,4,47,1.96,0.20,./../data/train/tt2724236/shot_0041.mp4
train,tt2724236,0046,CS,1,Static,4,18,0.75,0.12,./../data/train/tt2724236/shot_0046.mp4
train,tt2724236,0066,CS,1,Pull,2,20,0.83,0.14,./../data/train/tt2724236/shot_0066.mp4
train,tt2724532,0010,MS,2,Static,4,53,2.21,0.74,./../data/train/tt2724532/shot_0010.mp4
train,tt2726270,0009,CS,1,Static,4,16,0.67,0.09,./../data/train/tt2726270/shot_0009.mp4
train,tt2726270,0045,ECS,0,Static,4,40,1.67,0.17,./../data/train/tt2726270/shot_0045.mp4
train,tt2726270,0047,FS,3,Static,4,25,1.04,0.12,./../data/train/tt2726270/shot_0047.mp4
train,tt2726552,0030,MS,2,Static,4,28,1.12,0.23,./../data/train/tt2726552/shot_0030.mp4
train,tt2726552,0080,CS,1,Static,4,26,1.04,0.23,./../data/train/tt2726552/shot_0080.mp4
train,tt2727028,0006,LS,4,Motion,0,38,1.58,0.86,./../data/train/tt2727028/shot_0006.mp4
train,tt2727028,0012,CS,1,Static,4,26,1.08,0.18,./../data/train/tt2727028/shot_0012.mp4
train,tt2727028,0025,FS,3,Static,4,24,1.00,0.44,./../data/train/tt2727028/shot_0025.mp4
train,tt2727028,0040,MS,2,Static,4,37,1.54,0.40,./../data/train/tt2727028/shot_0040.mp4
train,tt2727028,0054,CS,1,Static,4,28,1.17,0.16,./../data/train/tt2727028/shot_0054.mp4
train,tt2727028,0057,MS,2,Static,4,91,3.79,0.80,./../data/train/tt2727028/shot_0057.mp4
train,tt2727028,0058,FS,3,Motion,0,25,1.04,0.45,./../data/train/tt2727028/shot_0058.mp4
train,tt2727028,0077,MS,2,Static,4,15,0.62,0.20,./../data/train/tt2727028/shot_0077.mp4
train,tt2727322,0042,MS,2,Motion,0,41,1.71,0.25,./../data/train/tt2727322/shot_0042.mp4
train,tt2727732,0003,ECS,0,Static,4,22,0.92,0.31,./../data/train/tt2727732/shot_0003.mp4
train,tt2727732,0004,MS,2,Static,4,38,1.59,0.41,./../data/train/tt2727732/shot_0004.mp4
train,tt2727732,0005,ECS,0,Static,4,54,2.25,0.55,./../data/train/tt2727732/shot_0005.mp4
train,tt2727732,0007,ECS,0,Static,4,22,0.92,0.39,./../data/train/tt2727732/shot_0007.mp4
train,tt2727732,0008,ECS,0,Static,4,22,0.92,0.34,./../data/train/tt2727732/shot_0008.mp4
train,tt2727732,0011,ECS,0,Static,4,51,2.13,0.72,./../data/train/tt2727732/shot_0011.mp4
train,tt2727732,0025,ECS,0,Static,4,26,1.09,0.19,./../data/train/tt2727732/shot_0025.mp4
train,tt2727732,0038,MS,2,Static,4,39,1.63,0.42,./../data/train/tt2727732/shot_0038.mp4
train,tt2728286,0006,MS,2,Motion,0,75,3.00,1.34,./../data/train/tt2728286/shot_0006.mp4
train,tt2728286,0013,MS,2,Static,4,42,1.68,0.61,./../data/train/tt2728286/shot_0013.mp4
train,tt2728286,0032,MS,2,Static,4,58,2.32,0.80,./../data/train/tt2728286/shot_0032.mp4
train,tt2728286,0037,CS,1,Static,4,25,1.00,0.23,./../data/train/tt2728286/shot_0037.mp4
train,tt2728286,0044,FS,3,Static,4,40,1.60,0.60,./../data/train/tt2728286/shot_0044.mp4
train,tt2728286,0058,FS,3,Motion,0,25,1.00,0.56,./../data/train/tt2728286/shot_0058.mp4
train,tt2729652,0002,MS,2,Motion,0,25,1.04,0.43,./../data/train/tt2729652/shot_0002.mp4
train,tt2729652,0006,FS,3,Static,4,28,1.17,0.36,./../data/train/tt2729652/shot_0006.mp4
train,tt2729652,0008,FS,3,Static,4,29,1.21,0.34,./../data/train/tt2729652/shot_0008.mp4
train,tt2729652,0012,ECS,0,Motion,0,61,2.54,1.05,./../data/train/tt2729652/shot_0012.mp4
train,tt2729652,0014,FS,3,Static,4,21,0.88,0.49,./../data/train/tt2729652/shot_0014.mp4
train,tt2729652,0017,LS,4,Static,4,25,1.04,0.20,./../data/train/tt2729652/shot_0017.mp4
train,tt2729652,0022,FS,3,Motion,0,41,1.71,0.46,./../data/train/tt2729652/shot_0022.mp4
train,tt2729652,0027,FS,3,Static,4,26,1.08,0.89,./../data/train/tt2729652/shot_0027.mp4
train,tt2729652,0036,LS,4,Static,4,35,1.46,0.21,./../data/train/tt2729652/shot_0036.mp4
train,tt2729652,0041,FS,3,Motion,0,47,1.96,0.61,./../data/train/tt2729652/shot_0041.mp4
train,tt2729652,0043,LS,4,Static,4,48,2.00,0.41,./../data/train/tt2729652/shot_0043.mp4
train,tt2729652,0044,MS,2,Static,4,18,0.75,0.36,./../data/train/tt2729652/shot_0044.mp4
train,tt2729652,0051,MS,2,Static,4,21,0.88,0.30,./../data/train/tt2729652/shot_0051.mp4
train,tt2729652,0063,MS,2,Static,4,16,0.67,0.39,./../data/train/tt2729652/shot_0063.mp4
train,tt2729652,0064,MS,2,Static,4,24,1.00,0.42,./../data/train/tt2729652/shot_0064.mp4
train,tt2731254,0015,LS,4,Static,4,18,0.75,0.18,./../data/train/tt2731254/shot_0015.mp4
train,tt2731254,0019,CS,1,Static,4,40,1.67,0.41,./../data/train/tt2731254/shot_0019.mp4
train,tt2731254,0032,MS,2,Static,4,38,1.58,0.55,./../data/train/tt2731254/shot_0032.mp4
train,tt2731254,0040,FS,3,Static,4,25,1.04,0.48,./../data/train/tt2731254/shot_0040.mp4
train,tt2731254,0054,ECS,0,Static,4,18,0.75,0.22,./../data/train/tt2731254/shot_0054.mp4
train,tt2731254,0057,CS,1,Motion,0,20,0.83,0.36,./../data/train/tt2731254/shot_0057.mp4
train,tt2731254,0058,MS,2,Motion,0,63,2.62,1.00,./../data/train/tt2731254/shot_0058.mp4
train,tt2731254,0062,MS,2,Static,4,35,1.46,0.37,./../data/train/tt2731254/shot_0062.mp4
train,tt2731254,0073,CS,1,Static,4,23,0.96,0.45,./../data/train/tt2731254/shot_0073.mp4
train,tt2731254,0081,MS,2,Static,4,66,2.75,0.46,./../data/train/tt2731254/shot_0081.mp4
